AgencyName,ChannelName,ChannelNameCode,ChannelReportedName,ChannelReportedNameCode,CodedOrg,CompletionDate,DonorCode,DonorName,FlowName,LongDescription,PurposeCode,RecipientName,SectorName,ShortDescription,USD_Disbursement,Year
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,31-Dec-15,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,1445070.0,2015
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,12-Sep-16,302,United States,ODA Grants,Mercy Corp Yemen Emergency Food Security Program (EFSP) Award,72040,Yemen,VIII.1. Emergency Response,MERCY CORP YEMEN EMERGENCY FOOD SECURITY PROGRAM (EFSP) AWARD,1350890.0,2017
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,31-Dec-16,302,United States,ODA Grants,Provide effective and timely life-saving and livelihood-restoring assistance to the most vulnerable populations in Yemen,72010,Yemen,VIII.1. Emergency Response,MULTI-SECTORAL EMERGENCY RESPONSE FOR CONFLICT-AFFECTED POPULATIONS - ASSISTANCE AND RECOVERY,1258590.0,2016
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,31-Dec-16,302,United States,ODA Grants,Provide effective and timely life-saving and livelihood-restoring assistance to the most vulnerable populations in Yemen,72050,Yemen,VIII.1. Emergency Response,MULTI-SECTORAL EMERGENCY RESPONSE FOR CONFLICT-AFFECTED POPULATIONS - PROTECTION AND SOLUTIONS,511603.00000000006,2016
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,08-Jan-19,302,United States,ODA Grants,Provide water sanitation and hygiene; economic recovery and market systems; nutrition; and health support in Yemen.,72050,Yemen,VIII.1. Emergency Response,PHASE 3 EMERGENCY RESPONSE FOR IDPS RETURNEES AND CONFLICT-AFFECTED COMMUNITIES IN YEMEN,453570.0,2017
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,31-Dec-16,302,United States,ODA Grants,Mercy Corps Yemen Emergency Food and Shelter Program (EFSP) - 2016 Award,72040,Yemen,VIII.1. Emergency Response,MERCY CORPS YEMEN EMERGENCY FOOD AND SHELTER PROGRAM (EFSP) - 2016 AWARD - ASSISTANCE AND RECOVERY,149742.0,2016
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,30-Sep-18,302,United States,ODA Grants,Mercy Corps Yemen Emergency Food and Shelter Program (EFSP) - 2016 Award,72040,Yemen,VIII.1. Emergency Response,MERCY CORPS YEMEN EMERGENCY FOOD AND SHELTER PROGRAM (EFSP) - 2016 AWARD,136710.0,2017
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,31-Dec-15,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72040,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,0.0,2015
Agency for International Development,Donor country-based NGO,0,Mercy Corps,49,49,31-Dec-16,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72040,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,0.0,2016
Swedish International Development Authority,Donor Government,0,MSB/MYNDIGHETEN F? SAMH?LLSSKYDD & BEREDSKAP,88,88,30-Sep-18,10,Sweden,ODA Grants,MSB (Swedish Civil Contingencies Agency) Humanitarian Frame for all humanitarian contributions financed by Sida's Humanitarian Unit. The contributions consist of secondments base camps medical teams etc in support of UN Organizations. Own contributions are capacity development projects in connection with the establishment of rescue services.,72010,Yemen,VIII.1. Emergency Response,MSB - AGREEMENT 2014-2017,98280.09999999999,2017
Charity Projects Ltd,Networks,0,Network,0,0,15-Jun-17,1614,Charity Projects Ltd (Comic Relief),Private Development Finance,Primary goal (Comic Relief): Emergency funding. Related issues (Comic Relief): NULL. Summary: Comic Relief is committed to investing in long-term development however it has supported humanitarian relief efforts where and when appropriate (particularly where we are already supporting communities through our international grants). Although Yemen is not a country that we have historically funded in the level of this crisis has driven Comic Relief to seek an appropriate way to support relief efforts. To this end Comic Relief would like to make a grant to the DEC to support their Yemen Crisis Appeal. Full grant commitment: GBP 250 thousand.,72010,Yemen,VIII.1. Emergency Response,DISASTERS EMERGENCY COMMITTEE,337382.0,2016
Charity Projects Ltd,Networks,0,Network,0,0,15-Jun-17,1614,Charity Projects Ltd (Comic Relief),Private Development Finance,Primary goal (Comic Relief): Emergency funding. Related issues (Comic Relief): NULL. Summary: Comic Relief is committed to investing in long-term development however it has supported humanitarian relief efforts where and when appropriate (particularly where we are already supporting communities through our international grants). Although Yemen is not a country that we have historically funded in the level of this crisis has driven Comic Relief to seek an appropriate way to support relief efforts. To this end Comic Relief would like to make a grant to the DEC to support their Yemen Crisis Appeal. Full grant commitment: GBP 250 thousand.,72010,Yemen,VIII.1. Emergency Response,DISASTERS EMERGENCY COMMITTEE,321916.0,2017
UNFPA,Non-Governmental Organisation (NGO) and Civil Society,0,NGO-s,0,0,#NULL!,974,UNFPA,ODA Grants,Republic of Yemen - Sana'a. Output 5: Increased national capacity to provide sexual and reproductive health services in humanitarian settings,72050,Yemen,VIII.1. Emergency Response,SRH IN EMERGENCIES,53522.399999999994,2015
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-22,918,EU Institutions,ODA Grants,Provision of integrated humanitarian support to those affected by forced displacement in Yemen and INGO security advisory support,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,3184290.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-22,918,EU Institutions,ODA Grants,Provision of humanitarian aid for the Yemeni population most affected by armed conflict food insecurity and high levels of malnutrition.,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,3184290.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-22,918,EU Institutions,ODA Grants,Integrated emergency nutrition health water sanitation hygiene and livelihoods interventions for vulnerable populations in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,2122860.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-20,918,EU Institutions,ODA Grants,Provision of Humanitarian Aid to the Yemeni population affected by armed conflict food insecurity and high levels of malnutrition.,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1924390.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-22,918,EU Institutions,ODA Grants,Addressing malnutrition in Hodeida Governorate through an integrated package of services,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1592150.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-22,918,EU Institutions,ODA Grants,Emergency Nutrition and Health Support for Vulnerable populations in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1061430.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-21,918,EU Institutions,ODA Grants,Integrated emergency nutrition water sanitation hygiene and livelihoods interventions for vulnerable populations in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,934059.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-21,918,EU Institutions,ODA Grants,Provision of humanitarian aid to the Yemeni population affected by armed conflict food insecurity and high levels of malnutrition and INGO safety advisory project 2013,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,764230.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Dec-22,918,EU Institutions,ODA Grants,Strengthening community resilience to malnutrition through related WASH and livelihoods actions,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,484278.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-20,918,EU Institutions,ODA Grants,Humanitarian Assistance to Extremely Vulnerable Crisis Affected Communities,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,332861.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Mar-23,918,EU Institutions,ODA Grants,Emergency integrated health and nutrition approach for vulnerable populations in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,297134.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-20,918,EU Institutions,ODA Grants,Integrated emergency nutrition water sanitation hygiene and livelihoods interventions for crisis-affected population in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,181965.0,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,15-Oct-20,918,EU Institutions,ODA Grants,Emergency assistance to most vulnerable crisis-affected populations at risk of food insecurity in Yemen through integrated livelihoods & agriculture and WASH activities.,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1532.97,2014
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,01-Jan-07,918,EU Institutions,ODA Grants,Humanitarian Implementation Plan for Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,0.0,2015
European Commission,Non-Governmental Organisation (NGO) and Civil Society,0,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,0,0,31-Dec-18,918,EU Institutions,ODA Grants,Humanitarian Implementation Plan Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,0.0,2017
Global Affairs Canada,Donor country-based NGO,0,Norwegian Refugee Council,53,53,31-Mar-17,301,Canada,ODA Grants,March 2016 - The humanitarian situation in Yemen has deteriorated dramatically since the conflict intensified in late March 2015. Deepening insecurity and violence have taken a heavy toll on civilian lives and have triggered large-scale internal displacement and cross border population movements. Humanitarian partners now estimate that 21.2 million peopleor 82 per cent of the populationrequire some kind of humanitarian assistance to meet their basic needs or protect their fundamental rights. It is also estimated that: 14.4 million people are food insecure including 7.6 million severely food insecure; 19.3 million people lack adequate access to clean water or sanitation; 14.1 million people lack sufficient access to healthcare; 3 million children and pregnant or lactating women require malnutrition treatment or preventive services; and 1.8 million children have been out of school since mid-March. Numerous health facilities have stopped functioning due to a lack of fuel supplies and personnel. In addition solid waste removal has come to a halt in several areas and service availability is rapidly contracting due to direct impact of conflict and insufficient resources to pay salaries or maintain services. There are over 2.3 million people who have been displaced in Yemen and an additional 121000 people who have fled the country mainly to Djibouti Ethiopia Somalia and Sudan. With GAC's support the Norwegian Refugee Council is providing emergency water and livelihoods assistance for up to 11214 vulnerable individuals in Yemen. Project activities include: (1) providing safe drinking water; (2) providing emergency cash assistance to vulnerable households; and (3) providing selected beneficiaries with livelihoods support. / Mars 2016 - Au Y?en la situation humanitaire s'est consid?ablement d??ior? depuis l'intensification du conflit ?la fin de mars 2015. L'ins?urit?et la violence qui s'aggravent ont co??t?la vie ?un nombre tr? ?ev?de civils et engendr?des d?lacements internes et des mouvements transfrontaliers de populations ?grande ?helle. Les partenaires de l'aide humanitaire estiment maintenant que 212 millions de personnes ?savoir 82 % de la population ont besoin d'une forme quelconque d'aide humanitaire pour combler leurs besoins essentiels ou prot?er leurs droits fondamentaux. On estime aussi que 144 millions de personnes souffrent d'ins?urit?alimentaire dont 76 millions d'ins?urit?grave; que 141 millions de personnes ne jouissent pas d'un acc? suffisant ?des soins de sant? que 3 millions d'enfants et de femmes enceintes et allaitantes ont besoin de traitements contre la malnutrition ou de services de pr?ention; et que 18 million d'enfants ne fr?uentent plus l'?ole depuis la mi-mars. De nombreux centre de soins sont ferm? faute de combustible de fournitures et de personnel. Aussi les services d'enl?ement des d?hets solides ont cess?dans plusieurs r?ions et le niveau des services diminue,72010,Yemen,VIII.1. Emergency Response,YEMEN - EMERGENCY WATER AND LIVELIHOODS ASSISTANCE - NORWEGIAN REFUGEE COUNCIL 2016 / Y?MEN - AIDE D'URGENCE EN EAU ET MOYENS DE SUBSISTANCE - CONSEIL,754489.0,2016
Provincial Governments and municipalities,Donor country-based NGO,0,ONG bas? dans un pays donneur,0,0,04-Jan-18,301,Canada,ODA Grants,Le projet vise ?fournir un acc? ?la nourriture pour les enfants jeunes fille et gar?ons les femmes et les hommes du district d'Al-Madharibah gouvernorat de Lahj au Y?en touch? par l'ins?urit?alimentaire ou la famine.,72040,Yemen,VIII.1. Emergency Response,R?PONSE D'URGENCE EN S?CURIT? ALIMENTAIRE POUR LES PERSONNES D?PLAC?ES ET AFFECT?ES PAR LE CONFLIT DANS LE DISTRICT D'AL MADARIBAH WA AL ARAH GOUVERN,38517.799999999996,2017
COOP DECENTRAL/MAE,Donor country-based NGO,0,ONG bas? dans un pays donneur,0,0,01-Jan-00,4,France,ODA Grants,Intervention d'urgence-Aide alimentaire d'urgence,72040,Yemen,VIII.1. Emergency Response,INTERVENTION D'URGENCE-AIDE ALIMENTAIRE D'URGENCE,5636.34,2017
COOP DECENTRAL/MAE,Donor country-based NGO,0,ONG bas? dans un pays donneur,0,0,01-Jan-00,4,France,ODA Grants,Intervention d'urgence-Assistance mat?ielle et services d'urgence,72010,Yemen,VIII.1. Emergency Response,INTERVENTION D'URGENCE-ASSISTANCE MAT?RIELLE ET SERVICES D'URGENCE,5636.34,2017
Ministry of Foreign Affairs,International NGO,0,ONG INTERNATIONALE,0,0,15-Apr-18,4,France,ODA Grants,Aide humanitaire - Premi?e Urgence International - Conflict Yemen -FAMINE - Soutien d'urgence aux populations affect?s par la crise sanitaire et nutritionnelle via une prise en charge m?ico-nutritionnelle dans les gouvernorats d'Al Hodeidah Raymah et Sana'a,72040,Yemen,VIII.1. Emergency Response,AIDE HUMANITAIRE - PREMI?RE URGENCE INTERNATIONAL,789088.0,2017
Ministry of Foreign Affairs,International NGO,0,ONG INTERNATIONALE,0,0,30-Sep-17,4,France,ODA Grants,Aide humanitaire - WAHA - Conflict Yemen -FAMINE - R?onse ?l'?id?ie de chol?a et ?l'urgence nutritionnelle dans la r?ion de Mocha.,72040,Yemen,VIII.1. Emergency Response,AIDE HUMANITAIRE - WAHA,676677.0,2017
Ministry of Foreign Affairs,International NGO,0,ONG INTERNATIONALE,0,0,01-Jan-18,4,France,ODA Grants,Aide humanitaire - Solidarit? International - Yemen crisis -Aide d'urgence multisectorielle pour les personnes affect?s par le conflit dans la province de Lahj,72050,Yemen,VIII.1. Emergency Response,AIDE HUMANITAIRE - SOLIDARIT?S INTERNATIONAL,563634.0,2017
Ministry of Foreign Affairs,International NGO,0,ONG INTERNATIONALE,0,0,15-Jan-18,4,France,ODA Grants,Aide humanitaire - CARE France - Yemen crisis -R?onse d'urgence pour la pr?ention et la r?onse contre le chol?a ?Aden,72050,Yemen,VIII.1. Emergency Response,AIDE HUMANITAIRE - CARE FRANCE,450907.0,2017
Agency for International Development,Other,0,Other,0,0,31-Dec-14,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,697310.0,2014
Agency for International Development,Other,0,Other,0,0,31-Dec-15,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,649956.0,2015
Agency for International Development,Other,0,Other,0,0,28-Dec-16,302,United States,ODA Grants,USAID/Malawis Famine Early Warning Systems Network activity is an integral part of USAIDs Feed the Future portfolio and plays a pivotal role in strengthening donor and government ability to respond to new and continuing threats of food insecurity and vulnerability.,72010,Yemen,VIII.1. Emergency Response,FAMINE AND EARLY WARNING SYSTEMS NETWORK (FEWS NET) - ASSISTANCE AND RECOVERY,567000.0,2015
Department for International Development,Other,0,Other,0,0,31-Jul-17,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN ADVISORY SUPPORT FOR RAPID DEPLOYMENT,330257.0,2016
Agency for International Development,Other,0,Other,0,0,29-Dec-11,302,United States,ODA Grants,Famine and Early Warning Systems Network (FEWS NET),74010,Yemen,VIII.3. Disaster Prevention & Preparedness,FAMINE AND EARLY WARNING SYSTEMS NETWORK (FEWS NET) - CAPACITY BUILDING PREPAREDNESS AND PLANNING,275000.0,2014
Department for International Development,Other,0,Other,0,0,31-Mar-16,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN ADVISORY SUPPORT FOR RAPID DEPLOYMENT,206584.0,2015
Department for International Development,Other,0,Other,0,0,31-Jul-17,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,PROVISION OF EQUIPMENT TO BE DELIVERED THROUGH UN AGENCIES FOR YEMEN CRISIS,198312.0,2016
Department for International Development,Other,0,Other,0,0,31-Mar-16,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,PROVISION OF EQUIPMENT TO BE DELIVERED THROUGH UN AGENCIES FOR YEMEN CRISIS,139341.0,2015
Department for International Development,Other,0,Other,0,0,31-Jul-17,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,SECONDMENT OF UN SPECIALISTS THROUGH STANDBY PARTNERSHIP PROGRAMME,95709.1,2016
European Commission,Other,0,Other,0,0,31-Dec-21,918,EU Institutions,ODA Grants,ECHO filed offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,93189.09999999999,2015
Department for International Development,Other,0,Other,0,0,31-Mar-16,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,SECONDMENT OF UN SPECIALISTS THROUGH STANDBY PARTNERSHIP PROGRAMME,62246.0,2015
Agency for International Development,Other,0,Other,0,0,31-Dec-15,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,26762.0,2015
European Commission,Other,0,Other,0,0,31-Dec-21,918,EU Institutions,ODA Grants,ECHO filed offices technical assistance and operational support for humanitarian aid actions from the general budget of the European Union,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,22085.4,2015
Agency for International Development,Other,0,Other,0,0,31-Dec-13,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,10.0,2014
European Commission,Other,0,Other,0,0,01-Jan-07,918,EU Institutions,ODA Grants,Humanitarian Implementation Plan for Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,0.0,2014
Agency for International Development,Other,0,Other,0,0,31-Dec-15,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72040,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,0.0,2015
Department for International Development,Other non-financial corporations,0,Other non-financial corporations,0,0,31-Jul-17,12,United Kingdom,ODA Grants,To provide rapid specialist expertise transportation and equipment for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen in 2015,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN ADVISORY SUPPORT FOR RAPID DEPLOYMENT,292112.0,2017
Department for International Development,Other non-financial corporations,0,Other non-financial corporations,0,0,31-Jul-19,12,United Kingdom,ODA Grants,To provide rapid specialist expertise and transportation for the UN to enable a more effective and better coordinated response to the humanitarian crisis in Yemen from 2017 onwards,72050,Yemen,VIII.1. Emergency Response,RAPID HUMANTIARIAN ASSISTANCE (CHASE OT),76141.0,2017
Department for International Development,Other non-financial corporations,0,Other non-financial corporations,0,0,31-Mar-20,12,United Kingdom,ODA Grants,The programme will work through NGOs to deliver: i) Food Security. The programme will improve the availability of food for the most vulnerable in Yemen through well targeted cash and voucher assistance implemented through three lead agencies: CARE A,72040,Yemen,VIII.1. Emergency Response,DUE DILIGENCE - YEMEN MULTISECTOR HUMANITARIAN RESPONSE PROGRAMME,2957.55,2017
Department for International Development,Other non-financial corporations,0,Other non-financial corporations,0,0,31-Mar-20,12,United Kingdom,ODA Grants,The programme will work through NGOs to deliver: i) Food Security. The programme will improve the availability of food for the most vulnerable in Yemen through well targeted cash and voucher assistance implemented through three lead agencies: CARE A,72010,Yemen,VIII.1. Emergency Response,DUE DILIGENCE - YEMEN MULTISECTOR HUMANITARIAN RESPONSE PROGRAMME,2841.5699999999997,2017
Department for International Development,International NGO,0,Oxfam,59,59,30-Jun-17,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72040,Yemen,VIII.1. Emergency Response,OXFAM HUMANITARIAN RESILIENCE PROGRAMME,15601200.0,2016
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,31-Mar-18,918,EU Institutions,ODA Grants,Provision of humanitarian assistance to the conflict affected population in Hajjah and Amran Yemen.,72040,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,2975990.0,2017
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,#NULL!,918,EU Institutions,ODA Grants,Provision of humanitarian aid for the conflict affected population in Taiz and Hajjah governorate,72040,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,2705440.0,2017
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,15-Jul-23,918,EU Institutions,ODA Grants,Provision of humanitarian aid for Yemeni populations affected by armed conflict in Hajjah Hodiedah Amran Taiz and Sa ada,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1774820.0,2015
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,01-Mar-24,918,EU Institutions,ODA Grants,Provision of humanitarian aid for the conflict affected population in Taiz and Hajjah governorate,72040,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1769320.0,2016
Foreign Office,Donor country-based NGO,0,OXFAM - provider country office,59,59,31-Dec-16,5,Germany,ODA Grants,Water sanitation and hygiene measures in the districts of Hajjah and Al-Hudaydah,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - WATER SANITATION AND HYGIENE,1086500.0,2016
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,15-Oct-21,918,EU Institutions,ODA Grants,Provision of humanitarian aid to the Yemeni population affected by armed conflict food insecurity and high levels of malnutrition and INGO safety advisory project 2013,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,899634.0,2015
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,15-Oct-22,918,EU Institutions,ODA Grants,Provision of humanitarian aid for the Yemeni population most affected by armed conflict food insecurity and high levels of malnutrition.,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,649562.0,2015
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,31-Jan-18,918,EU Institutions,ODA Grants,Support to populations at risk from Cholera in Yemen (Hajjah and Amran Governorates).,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,631270.0,2017
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,15-Jul-23,918,EU Institutions,ODA Grants,Provision of humanitarian aid for Yemeni populations affected by armed conflict in Hajjah Hodiedah Amran and Taiz,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,442331.0,2016
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,01-Feb-24,918,EU Institutions,ODA Grants,Rapid Humanitarian Response for most vulnerable flood Affected Families in Amran District,72040,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,265399.0,2016
European Commission,Donor country-based NGO,0,OXFAM - provider country office,59,59,#NULL!,918,EU Institutions,ODA Grants,Rapid Humanitarian Response for most vulnerable flood Affected Families in Amran District,72040,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,67636.1,2017
